sampleid	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
1_0403_9699	0.14446540473960726	0.19907553169825112	-0.6508759661239844	-0.38894141812461175	-0.10043992951361634	0.15465716341625946	0.10018688854997315	-0.14531795759184973	-0.019791462820870808	0.09244969733183497
1_0410_9686	-0.32804197029135657	0.4994990379406328	-0.0875682173670716	-0.004415127701165133	-0.06886543734084569	0.017626177678799648	-0.09853979495840878	-0.03881895963843357	0.019619697127940417	-0.06143888717455096
1_0410_9687	-0.3771138913024388	0.5980426488028713	-0.09658447321386093	-0.09814768924652706	-0.13673833727933896	-0.04108427670357269	-0.11584056790236878	-0.0663874661556875	-0.016767242935924836	-0.008222875810896674
1_0410_9689	-0.2879182783846087	0.5634358009650041	-0.12988097787450134	-0.08350732259612027	-0.15920121775575075	-0.009633240553270464	-0.0999754590649898	0.04719414684776322	0.005053288786867914	0.03816913218644908
1_0410_9691	-0.10197387238041393	0.5151657243551816	-0.2229995219666444	-0.421500751188893	-0.08863212004456832	-0.07161629560769625	-0.161646402755772	-0.05331528122108069	-0.07337069708092644	0.04804354940270734
1_0410_9692	0.027186636950257727	0.4698082597521585	-0.27560672912472783	-0.166756359581967	-0.10500077383426508	0.07300923211522867	-0.08029569709667085	0.1553206182269679	0.0030664321489467824	0.06637910661125096
1_0410_9693	-0.11714301479064294	0.5470730191638787	-0.20184448257307394	-0.23189424009223122	0.05588893590881217	-0.046787319078574856	-0.1819413745365348	0.1913736521451386	-0.0027337604578973563	0.011320878150190273
1_0410_9694	-0.08109686605640759	0.45121037532638686	-0.27511092377795304	-0.3758754929411423	-0.07218334794703857	-0.023949565527486116	-0.1479272951090448	0.04971767827233776	-0.003020152123131292	0.045883138886765915
1_0410_9697	-0.1842251011274065	0.603310478564681	-0.05812571340303438	-0.12258952091106862	-0.325692730294096	-0.009753969808872694	-0.13113203192078954	-0.12146782107393252	-0.007298910648071815	0.04262374709747985
1_0410_9698	-0.3228850289910506	0.6468817652866463	-0.01840047313829746	0.01875022648630943	-0.1749077511922808	-0.06895569633777747	0.04639217827135964	-0.28879040275284373	-0.017675699321108972	-0.037288270712914295
1_0410_9699	-0.2468803624694606	0.42093140005597435	-0.12867759466977272	-0.09691252383157378	0.17544285226263504	0.030500807798740846	-0.08540528995582902	0.019216698249699567	0.03704755177802975	-0.04015484218602305
1_0415_9687	0.9665641153243534	-0.3518524179166867	-0.05536667916419924	0.34227222383606953	-0.07524775094321216	-0.18600814095451182	0.2325282422137293	0.0036869917621810827	-0.058542336326273633	-0.02760399821910245
1_0415_9689	-0.3890433972551731	-0.6319098416986866	-0.18254951270084546	0.1041790784915003	-0.16519433901504987	-0.002291118812215891	0.0027502348447172764	0.09561166907880636	-0.10193236657337967	-0.18134024783801023
1_0415_9691	0.9738485401143712	-0.3601751942872488	-0.05429006074684528	0.3450088187118631	-0.07426000447351573	-0.19211603751193537	0.2383939847532031	0.0005877410427598145	-0.06077615857893871	-0.02216366905555625
1_0415_9693	0.9715508304111016	-0.3249307125682691	-0.07668544160175701	0.3244431621792997	-0.08333378878547257	-0.16424956646803965	0.19417856544746967	0.0130829309732475	-0.06013243039014972	-0.04839124876378399
1_0415_9694	0.9628305341129013	-0.3473570175768303	-0.056069312920498354	0.3407413525499564	-0.07368921517221677	-0.1833694269285523	0.22802182534056453	0.0044910777576933	-0.0560985459329878	-0.031549584481683664
1_0415_9698	0.9712151423365246	-0.35634087489581967	-0.054597216396723894	0.343005950490305	-0.08088982600090623	-0.18215618536927294	0.23078218959872282	0.00511900584227814	-0.05866837299649328	-0.02827394354548506
1_0415_9699	0.8907311700978181	-0.32076126697539065	0.09826723504530799	0.10661642628117309	-0.0066310335659843	-0.4282039699814502	0.1402433335643897	0.023312882867228112	-0.032299853920817766	0.11168663960952945
1_0415_9735	0.7055921977429752	-0.3114279173206535	-0.059183448798546374	0.27307871506062553	-0.11293723809146237	-0.19851362882297713	0.2687288779237789	0.09471738828233592	0.10070680921927476	-0.07989438359533352
1_0415_9736	0.9747197870275789	-0.340935321660397	-0.06881439060047842	0.33286736765005065	-0.08131717116602687	-0.17324529248742035	0.20973031910415105	0.0074062759300776455	-0.06239819956507577	-0.04073621238788158
1_0415_9737	-0.7016491535481184	-0.6149249568739898	-0.0739131919788469	0.17042659003425392	-0.027713261041079174	0.24619638160008292	-0.017881938805908004	0.05356747590844065	0.018962267121219945	0.022372685801112412
1_0418_9687	-0.7144680046373423	-0.04549564275639427	0.5938694709379696	-0.10431638006466915	-0.2307576586986276	-0.0014976962754152522	0.04045772527931815	-0.09932512357578871	-0.041443081092502033	0.03346586435034269
1_0418_9689	-0.5893889321794308	-0.011777736967387377	0.2207444735153203	0.2727904502222949	-0.3768509641466295	0.021433385585778175	-0.026742319661786737	-0.2605485647253133	-0.00480010189129574	0.03625711841001573
1_0418_9691	-0.6364980934285934	-0.0008298218627685425	0.5762805988831251	-0.08839019253571129	-0.27047736704283376	-0.0720731691688478	0.013382122280382153	-0.19566664994756086	-0.014384685094976344	0.0541219521333602
1_0418_9692	-0.09724341584226402	-0.450901371875761	-0.07631134788138506	0.02787979879739047	-0.20012569298249486	0.08525629989222376	0.06998899747718297	-0.009409799473596665	0.13014415081211425	0.13277853441043358
1_0418_9693	-0.4436973162094567	0.12673426629941567	0.6575388149555503	-0.19506077052090498	-0.28258965393092006	-0.05816517858663562	0.028301684313434265	-0.1783253765715158	0.04610795234241885	0.030100608609226046
1_0418_9694	-0.5513860755763962	-0.030047158207502034	0.5252004556924074	-0.14140933470733158	-0.25896582446619154	-0.10340505243796433	-0.03622501268858328	-0.10528366799075477	-0.02070419976275652	0.05396814017289736
1_0418_9698	-0.3521008813447648	-0.5230647073361429	-0.1033286585497038	0.03268317033724787	-0.09217270273456919	0.0614517038398036	-0.01951511514566885	0.0803953048017394	0.04641984950303266	-0.13426983527567732
1_0418_9699	0.21044467318582014	0.4555261308637188	1.2663483606424812	-0.26246329653820916	-0.061643579001990155	0.07333184454518119	0.13440422426138837	-0.30025367327054736	-0.18829800429312601	0.032769793861540226
1_0418_9736	0.11567849504884554	-0.30159646977837185	-0.039062966601663245	0.07392925906243186	-0.1681875490695459	0.060586053317706626	0.11068725918416389	-0.01275032139087847	0.18324408640814405	0.13945700773312855
1_0418_9737	0.42526645214239833	0.20782002149802498	0.18423806556552047	0.3146396998260543	-0.2510917183519253	-0.0016543928838769388	0.06140324721108065	0.1327495913661108	0.008884408726287077	0.07214330132045023
1_0421_9686	-0.32357421681860676	0.1527627396546677	0.2796794017556717	-0.024123202702302025	-0.2880492887203658	-0.14516769194235848	-0.125357066318749	-0.09950675233072329	0.06446568708419728	0.08901854735254758
1_0421_9687	-0.573524786425034	0.0013191172483134406	0.3517103070536625	-0.047632897956187366	-0.16848976029724616	-0.024236727611856593	-0.011316552168070879	0.11930578226290502	0.06692981221110854	0.07541909657776016
1_0421_9689	-0.032977955667738944	0.36955045290926997	0.29947423807388796	0.06912285500740908	-0.07001279874767623	-0.20124115065417458	-0.12796864715338702	0.17142303315331464	-0.005246867032297906	0.127074323573773
1_0421_9691	-0.46250743058287547	0.12929565918478178	0.42777942969853566	-0.039936726965591265	-0.25785669192105726	-0.15382984448533582	-0.06386161815602696	-0.13842390698455856	0.07019327990127586	0.1005016232639482
1_0421_9692	-0.25314106886626725	0.13186996333994971	0.3360207199875426	-0.051430457642460056	-0.285351487650986	-0.19818794902119433	-0.0830912348853626	-0.06614510643869898	0.05911788514137259	0.09841642521000135
1_0421_9693	-0.34456551567344235	0.36162879093973055	0.4567210053743958	0.012980511520592071	-0.2038185408231062	-0.10371528238339724	-0.037779804487616954	0.06154558264099112	0.08047242656618284	0.0936422394726117
1_0421_9694	-0.28090159832968503	0.15167523226939073	0.49195466704263563	-0.19055237016971646	-0.140857950649285	-0.07743058757542064	-0.006731252748337178	0.08160610407979317	0.06484188793130691	0.07441667639779492
1_0421_9697	-0.19449237592225027	0.2981477416096958	0.3599081234651726	0.12106825874309234	-0.32433713761535676	-0.16649204757451164	-0.09342354741532052	-0.19352219046055708	0.032664001265886033	0.021997964809033623
1_0421_9698	-0.41526935165080625	-0.012597565172752132	0.36230631477154085	-0.06439128018557518	-0.3034937045956067	-0.16379010293571217	-0.08982017934730874	-0.11692623292794826	0.005331671016303696	0.0980822156894492
1_0421_9699	-0.7142799108939379	-0.08121460108584287	0.24546212511659435	0.1102756352017772	-0.1642568729827213	-0.010280049981148336	-0.03889672814045261	0.000324184673442522	0.018656529961595114	0.08600558497993357
2_0425_9744	0.13663365124374408	0.28078443916754364	-0.6130021273500423	-0.3288043207624818	-0.0436615454294771	0.18385848062008744	0.11014663005609343	-0.14302369212733557	-0.07631678752740809	0.0022316544163504056
2_0425_9745	-0.6425392544274943	0.4417878095638821	-0.2706422699819819	0.22082791877018	0.28542770971167036	-0.09936519541901122	0.27503012530922305	0.26061143289572	0.21282197065442612	0.17098932365271927
2_0425_9746	-0.1324082856600127	0.6659981469689911	-0.1853452938336337	0.05645791446880278	0.12033967127219437	-0.00523632273600641	-0.1766656202563802	0.2079243853968389	-0.08757702258559194	-0.050754898982495945
2_0425_9747	-0.2852145343447561	0.6009018656257475	-0.13361585010072013	-0.04270341701642927	-0.06465810068275142	-0.04421863162598689	-0.1516991328096383	0.17790681046442702	0.029854791184572328	-0.0006686289450198748
2_0425_9748	-0.4470335532115204	0.37414868799808215	-0.10820924476113972	-0.11898580044746428	-0.12117005425730329	-0.044951707037234286	-0.08407977844864366	-0.05996024942468322	0.02929842412700262	-0.034907732459579364
2_0425_9749	-0.19562693365673497	0.6536373639989866	-0.1076044004873125	-0.05808729851550875	-0.12606259337710363	-0.043895882774007335	-0.21124702717508692	0.10274633294954723	-0.057693533764225514	-0.0465567840396618
2_0425_9750	-0.2954269254646433	0.6047960346338861	-0.12094200260689321	0.026022353545522122	0.06674314507514506	-0.0011070293851031942	-0.08672722454075622	-0.05841461413118067	-0.042272740433576615	-0.13470642865409546
2_0425_9755	-0.32643005214914667	0.653409297682484	-0.07156949143050681	0.16639953916582512	0.21053598684390115	-0.03679773097945222	0.040799359184423574	-0.06650298452163725	-0.02613073864698009	-0.08435155128527476
2_0425_9756	-0.4343222903490446	0.7260883762964414	-0.04229282719174768	0.09371658007457148	0.08229431640619722	-0.09542929929946112	0.05502834927811104	-0.34961275533794317	-0.07471108077256361	-0.1335305402837367
2_0425_9757	-0.42967228189934675	0.6896851237193568	-0.05892062314736337	0.036570166209575615	0.04393640568570722	-0.06226331447213803	0.029814543645272116	-0.4460828355585403	-0.08128597503303862	-0.13390863227941358
2_0425_9758	-0.3927722780451717	0.5560833441664192	-0.1183851214350401	-0.03240932443030675	0.11592628091668987	-0.06051033051501515	0.01681012870754617	-0.3257808028042346	-0.07996271587000084	-0.1755287604624852
2_0430_9745	-0.8650059171888966	-0.6976337314078367	-0.10635491708124048	0.2941315814113759	0.07699648959601393	0.2981509812772821	0.045716439996637076	0.038834151969971226	-0.10426727176853273	-0.00435116480760347
2_0430_9746	-0.6329352294657196	-0.6086088961242766	-0.11359113262613232	0.19144976110868198	-0.008032394514459855	0.17030459924151845	0.003078947984825657	0.10488719845098302	-0.13044912265677952	-0.14275663865273797
2_0430_9747	-0.5156300996647625	-0.613470507027462	-0.14299098534298996	0.16498361347878332	-0.07801631258580558	0.05517413005707855	0.010189521292758321	0.12125782735553862	-0.14182506147143592	-0.20542866058474196
2_0430_9748	-0.7336481222165304	-0.6038212158212191	-0.06504075842619933	0.22463651095705278	0.042237212454616556	0.2489615603230577	0.018699476179821817	0.11212029640255756	-0.0847399447591694	-0.03715136501269503
2_0430_9749	-0.7520381628778592	-0.6282966020388502	-0.10526265401291249	0.245378396466885	0.05452843347273795	0.25278967700315197	0.026370566416502057	0.07068278063659	-0.1107669331190689	-0.06637582409311196
2_0430_9750	0.10693278196541257	-0.5444152276875005	-0.13368708018999348	0.09863786700044413	-0.25259972671668096	-0.17204426571555706	0.25081486576188733	0.04074899801763401	0.1771429061269542	-0.03529793102499128
2_0430_9755	0.96934357527396	-0.35841523777656936	-0.05452046713123018	0.344621585446589	-0.07292760521696512	-0.18737960866290948	0.2335045616011057	2.0120797564391643e-05	-0.05935123699062789	-0.02696359384708553
2_0430_9756	-0.1734008163259695	-0.6309478465955586	-0.17913840534094838	0.07120805177106487	-0.21176769417585825	-0.09637315466386014	0.12127239549811165	0.07004514126203461	-0.012325311213940305	-0.13406930998208466
2_0430_9757	-0.2781687261187252	-0.6283168095610974	-0.18135708107961815	0.08175821805286794	-0.1887270986530884	-0.049312078300395676	0.07146356000152024	0.09584051498277929	-0.07471977848378578	-0.17189864958073642
2_0430_9758	-0.27142082949603913	-0.6512978091636065	-0.18435843949742017	0.0868740579765215	-0.1866518133644947	-0.0530543889499674	0.05970303467476361	0.07860806114974497	-0.07741114467012063	-0.16638564927628877
2_0503_9745	-0.00690565134566094	0.4117533427182522	1.0014334500215196	-0.16027617066572727	0.02666933105361949	0.4887149146305855	0.4249509273540863	0.2164951461333903	0.11121404332960069	-0.20191008831654422
2_0503_9746	-0.5263153088643066	0.24473943296690154	0.7265345104530749	-0.07003026919622517	-0.26651827571117404	0.2312841555347312	0.2378035639677866	-0.06573722930752489	0.05313484248034293	-0.085467000238956
2_0503_9747	0.22893222683046213	0.09397694583637936	0.8803630011412427	-0.3019415533008755	0.3561366357636633	0.6192093637096502	0.4888649213888113	0.22540558293776214	0.15673324057209675	-0.23529963499380685
2_0503_9748	-0.020873744908150905	0.3812399192724244	0.9764963147754797	-0.17921269734476653	0.04632463534638792	0.49324604213455014	0.429456135421057	0.2566766930255321	0.14241521414427488	-0.19841834296745584
2_0503_9749	0.04317701523445332	0.3209705160810652	0.8903008060267621	-0.21406154170759037	0.19802738832268388	0.5126248366845685	0.43810373139552344	0.3852661568273058	0.1810019503333106	-0.20843616242938434
2_0503_9750	0.11856807521310272	0.19160940222994063	0.23970116882107437	0.25392514930026255	-0.4773054379592979	-0.055667536540479394	0.08992119867032235	-0.2222689924776672	0.05512039381063381	-0.024145140227330032
2_0503_9755	-0.25560594886873617	0.027562094489937735	0.1991043555557763	0.1839106643167451	-0.4689776040392743	-0.03527724981114465	0.011545796453849424	-0.25710211186780285	0.017631785637922025	-0.013943841247700754
2_0503_9756	-0.5848212501637392	0.17508106160135475	0.2754366518539073	0.3320185684144265	-0.3757170127737412	0.015301157008180301	0.02675866001131229	-0.2999731690568366	0.10227198731599667	-0.02809363298564669
2_0503_9757	-0.3613797360892586	0.24102611456375755	0.29414882073602366	0.3053137103931928	-0.45492980132428223	-0.03302048161429384	-0.020461292388532146	-0.2733445239336256	0.0718794629679586	-0.111170323897139
2_0503_9758	-0.5096736299245225	0.027415024245602014	0.2607049709653815	0.16713586953584617	-0.3473264586050138	-0.08338474132306838	-0.04317060388671134	-0.21714768312261035	-0.007081122292870661	-0.0020036642011463973
2_0506_9741	-0.012167162914291691	0.6975246660470208	-0.2697201485246719	-0.1031190100988385	-0.24670784167189472	0.08708093067787888	0.001205380343021022	-0.09661459040806482	-0.19247599609229152	0.018260939750635648
2_0506_9746	-0.46347007380970057	0.25014816635228765	0.6114227025241504	0.04626724984983774	-0.26919308260715136	0.13625154188055474	0.12621105527152401	-0.14981666124040233	0.052512713294166735	-0.05151697004247762
2_0506_9758	0.7052005183130184	0.008760883471899376	0.5538499633301152	-0.14556800187745703	-0.00282461143216796	0.23748441136144965	0.21675880235653572	0.06237235560541813	-0.05106856098149723	-0.036544074503743154
3_0523_9831	-0.3793904518115633	0.07909051068256087	-0.2678546669212151	-0.07024521245364851	0.4529183354029764	-0.023008076123826878	0.28046532709516564	-0.25478075501171343	0.09105581736465052	0.047455950995945795
3_0523_9832	-0.3090507149686163	-0.03509303413675654	-0.28727002027998894	-0.13693011951342435	0.318811030556516	-0.18376431172347418	0.12913719384109978	-0.1982904057712642	0.007904189635862004	-0.1823767790268774
3_0523_9835	-0.00910729730265404	-0.15046556220786494	-0.23759430905612314	-0.2573843186035407	0.11137626572651704	-0.3461573111086338	0.2244692955541955	-0.14084266086032451	0.11280712413003391	-0.15780620928027111
3_0523_9836	-0.45114006810823715	0.05479698685746661	-0.3008405191733444	-0.10783997146203957	0.5611670363978576	-0.021133134237663883	0.21308224878349413	-0.3325555195880704	-0.012724809197060571	-0.012284537881016636
3_0523_9837	-0.41189836699969057	0.08176405701331844	-0.2330558017328636	-0.1540417881169755	0.5513767984295983	-0.08984294657358864	0.1271320522071148	-0.3012334991823599	0.0058259427828507345	-0.009487856210982231
3_0523_9838	-0.5748521069448569	-0.08314614637400598	-0.19958009735278434	-0.17756163900958222	0.4587588312340592	-0.10706841550369144	0.04448228206014549	-0.29631397751669225	0.03839105666062169	-0.059102231099361455
3_0523_9839	-0.4151881692804391	-0.02320832211160905	-0.1353757330414192	-0.3099428695334178	0.4692137685210335	-0.1835722073548294	0.06632071574639563	-0.27374059485130525	0.04840267297023382	-0.052056739523231234
3_0523_9840	-0.4640641235580833	-0.041692681900742184	-0.12882677546388888	-0.3193867620803001	0.4946591393495639	-0.20521941253685097	0.04459797858333043	-0.2837307029389687	0.018355954277092964	-0.026678515617417096
3_0523_9841	-0.3626972998547745	0.16502572115270167	-0.07470886608913727	0.004623467450514261	0.38017938831014064	-0.011219399541210049	0.19353645554425516	-0.08160686064962777	0.2223249224960266	0.16002244863598555
3_0523_9842	-0.3876436539834152	0.10875398560923369	-0.10314287304336218	0.06822675694640996	0.34944048763126456	0.03075872191759039	0.19798933464472315	-0.0709962332157033	0.22749464293595406	0.16440618672247678
3_0523_9843	-0.12653431306247379	0.10045454776358423	-0.08729149780529248	-0.15634451911922653	0.19516988628098772	-0.2928119587770739	0.04116430697641654	-0.026950236346020146	0.07928175186368774	-0.13622235823456866
3_0523_9844	-0.47572422959744165	9.316845946526235e-05	-0.035898022169475206	-0.06676822133449366	0.2349988725565262	-0.14777597959642905	-0.0231014229019171	-0.05128230604760423	0.08459306528884393	0.02137544473665214
3_0523_9845	-0.3232612031175492	0.05355032353046987	-0.11887113757608851	-0.1108415121915055	0.19240722858028023	-0.17497085219923889	-0.012321638123238575	-0.07504022633960532	0.09090592462715803	-0.10586422156835495
3_0523_9846	-0.6945430343949194	-0.2708511408036816	-0.14922670699762564	0.08746237388349536	0.3188851932657182	0.017111727015989432	0.04373753096622762	0.006876469429040329	0.025123627365508737	0.11849952842197861
3_0523_9847	-0.6573811775143571	-0.22188321593552432	-0.16762261175173088	0.06874779972957193	0.3414571830179934	-0.005341403056205573	-0.0038506168554127192	-0.04057904789628552	0.020609328872949303	0.05932687391669963
3_0523_9848	-0.5912389077148035	-0.18877766187909334	-0.07448472809559882	0.05203128093762812	0.33403294923349425	-0.04634169882198809	0.01272374023822754	-0.012498683388663046	0.09765104255503958	0.1505199295881731
3_0523_9859	-0.5552523073718171	-0.12480484494502793	-0.09995666414064829	-0.003327528270561386	0.33151742512184557	-0.057324962171476784	0.1136168057709742	-0.058134603942090295	0.14421565155474167	0.18552740667376857
33.9831.0528	-0.6708214224422758	-0.5046835224971609	-0.08907682691875915	-0.050117000208127434	0.12846891100464364	0.03154239315650733	-0.00011839801237446324	0.026204797632063723	-0.03297819224059782	0.009668240890539768
33.9832.0528	-0.6087420074947862	-0.5764355746536219	-0.014174855423732058	-0.031311147570599836	0.060441047493992504	0.0015510858220534136	-0.06730403584582983	0.07465052465549625	-0.07466581846856901	-0.0438286723157698
33.9833.0528	-0.5891088276915207	-0.5294959228412172	-0.00424258265542796	-0.09397501227231136	0.0860752128795069	-0.014028419870163579	-0.05179202977775234	0.062482769065403086	-0.019617337014573643	0.011779849016961212
33.9834.0528	-0.2331310105723648	-0.5211052042118147	-0.011396986971219623	-0.18138736946968534	-0.06825656225640493	-0.23122249137001313	0.03453935741275603	0.07400751117193989	0.03360005153957263	-0.053714738508404435
33.9835.0528	-0.793593147022209	-0.6253756055792299	0.03145189173300158	0.03412231532566686	0.1519743249336685	0.06098975436974738	-0.05529423847176842	0.05702694979127579	-0.07589690267498685	0.07812516776730738
33.9836.0528	0.7495296717363218	-0.23782763611045654	0.3547506467253646	-0.1417076212829772	0.14949094558341444	-0.22303503442886494	-0.032998619938811924	-0.028649704184453083	-0.12008460684062044	0.4083192655167139
33.9837.0528	0.5051688256980205	-0.33726346195964474	0.12263923488372314	-0.049749563438949033	-0.06239101011858031	-0.4234623172426678	0.1615727557603699	0.1267082265750481	0.18053033942189398	0.03808482757254002
33.9838.0528	0.05401354869002725	-0.47096752165244166	0.07764946670881481	-0.2160450372251731	-0.12052816523243304	-0.31375667656839656	0.10910812765775708	0.05891009508802833	0.1508990329870617	0.002169410254848847
33.9839.0528	-0.26358206882292695	-0.5679247406075076	-0.12602983949874336	-0.0034433418324135608	-0.10680083446087253	-0.13305348396909553	0.01332521596564548	0.07551828445639155	-0.037498328573130756	-0.13984831106335774
33.9840.0528	-0.40974439086490083	-0.6104373136363358	0.1599086395662406	-0.2750043161270875	0.05262871307886943	-0.2282865796085829	-0.13572723891555497	0.08517973327944948	-0.16314358495372955	-0.0023615475043132243
33.9841.0528	0.4464588939383351	0.004904115119984063	0.3311330712882672	-0.22863326851736274	0.5042614682667899	-0.1863362121799724	-0.4053324519159714	-0.0554143035628133	-0.12252435928220985	0.030625256075189265
33.9842.0528	0.9497096680946168	-0.2795222231606665	-0.07279623163037625	0.29331639643835	0.025934986561088887	-0.07698235492877115	-0.0635877006001424	-0.026840131697122613	0.14147890991266554	-0.12984842647902042
33.9843.0528	0.5291334218502933	-0.03846480998186558	0.29836569378682326	-0.4118809713536279	0.29503423954263547	-0.259315810887444	-0.2989679024936179	0.0641478408321012	-0.13793853762291214	-0.05886321277526032
33.9844.0528	0.575802206399129	0.08202170285115726	0.053559180737028596	0.09541999809763378	-0.030955276198480975	-0.17338606059141176	-0.054257894515442766	0.08448499226681869	0.01165659366547463	-0.16666935450301434
33.9845.0528	0.4979796800621382	-0.05875309916564684	-0.05730664967501282	-0.029076029787058772	0.12718316692932288	-0.31742293791266707	-0.08278778079768266	0.04550624507671009	-0.05557621441025875	-0.34012619026355534
33.9846.0528	0.45139835602990463	-0.018820513774216018	0.22370266863708965	-0.17321717063657335	0.41786177252670503	-0.2838699707600938	-0.3827708080919513	-0.05388727616304985	-0.18600617965168703	-0.15244990813061307
33.9847.0528	0.8058276257749408	-0.23331290575248426	0.270151210159914	-0.20204424089685735	0.20237069463436064	-0.4907629077042669	-0.07196459824499421	0.05198811476779493	-0.09327977498294092	0.011345874298484404
33.9848.0528	0.5925703929670164	-0.0011525875982439932	0.7532031366089743	-0.3997082499032009	0.9100126004432362	-0.06499574301753183	-0.3702702517072932	-0.0488048722155124	-0.1515767176750556	0.1853816247480492
